,Full name,Gender,Position,Nation,Institute,Shanghai_ranking,Depratment,Disciplines,Publications,Citations,Recommendations,Top cited research,Interest score,Reads,h index,URL
4900,Dani Yaniv,male,Ph.D.,Israel,University-of-Haifa,501,School of creative arts therapies,Cognitive Neuroscience|Learning|Learning and Memory,24.0,569.0,7.0,Effects of inescapable stress on LTP in the amygdala versus the dentate gyrus of freely behaving rats,2796.0,5679.0,13.0,https://www.researchgate.net/profile/Dani-Yaniv
4901,Anat Gesser-Edelsburg,male,PhD,Israel,University-of-Haifa,501,School of Public Health,Health and Risk Communication|entertainment education|Social Marketing,110.0,1116.0,35.0,Correcting misinformation by health organizations during measles outbreaks: A controlled experiment,6174.0,18821.0,18.0,https://www.researchgate.net/profile/Anat-Gesser-Edelsburg
4902,Ofra Mayseless,male,PhD,Israel,University-of-Haifa,501,Faculty of Education,Attachment|Parenting|spiritual development,125.0,4928.0,27.0,Attachment security and adjustment to school in middle childhood,2869.0,61722.0,39.0,https://www.researchgate.net/profile/Ofra-Mayseless
4903,Lily Rothschild-Yakar,male,PhD,Israel,University-of-Haifa,501,Department of Psychology,Eating Disorders|Personality Assessment|Child and Adolescent Psychiatry,25.0,322.0,8.0,Mentalization and Relationships With Parents as Predictors of Eating Disordered Behavior,2082.0,3531.0,10.0,https://www.researchgate.net/profile/Lily-Rothschild-Yakar
4904,Michal Shany,male,Nan,Israel,University-of-Haifa,501,Department of Learning Disabilities,Assessment|Early Childhood Education|Learning,26.0,752.0,14.0,Development of Reading Efficiency in First and Second Language,4068.0,9558.0,12.0,https://www.researchgate.net/profile/Michal-Shany-2
4905,Sviatoslav Rybnikov,male,Doctor of Philosophy,Israel,University-of-Haifa,501,Institute of Evolution,Evolutionary Genetics|Recombination,25.0,85.0,20.0,What drives the evolution of condition-dependent recombination in diploids? Some insights from simulation modelling,1021.0,4837.0,6.0,https://www.researchgate.net/profile/Sviatoslav-Rybnikov-2
4906,Ravit Raufman,male,Professor (Associate) at University of Haifa,Israel,University-of-Haifa,501,Haifa University,Narrative|Blogs|Articles,27.0,38.0,1.0,“Feeling Good in Your Own Skin” Part II: Idiomatic Expressions – The Way Language Connects to the Primary Levels of Mental Organization,185.0,1133.0,4.0,https://www.researchgate.net/profile/Ravit-Raufman-2
4907,J. H. Chajes,male,Professor,Israel,University-of-Haifa,501,Department of Jewish History,Nan,31.0,86.0,1.0,Voices of the Matriarchs: Listening to the Prayers of Early Modern Jewish Women,460.0,2216.0,4.0,https://www.researchgate.net/profile/J-Chajes
4908,Elle Grono,male,BPhil(Hons) MArchSci PhD (ANU),Israel,University-of-Haifa,501,Department of Maritime Civilizations,Microarchaeology|Micromorphology|Geoarchaeology,30.0,86.0,17.0,MicroCT reveals domesticated rice (Oryza sativa) within pottery sherds from early Neolithic sites (4150–3265 cal BP) in Southeast Asia,796.0,2476.0,5.0,https://www.researchgate.net/profile/Elle-Grono
4909,Ioannis Savva,male,"BSc Biology, MSc, PhD Student",Israel,University-of-Haifa,501,Community Development,Nan,24.0,348.0,136.0,New Mediterranean Biodiversity Records (July 2017),5167.0,11241.0,10.0,https://www.researchgate.net/profile/Ioannis-Savva
4910,Nurit Novis-Deutsch,male,PhD,Israel,University-of-Haifa,501,Department of the Learning Sciences,pluralism|meaning-making|Values,24.0,76.0,9.0,Ultra-Orthodox women pursuing higher education: motivations and challenges,539.0,4582.0,5.0,https://www.researchgate.net/profile/Nurit-Novis-Deutsch
4911,Yinghui Li,male,PHD,Israel,University-of-Haifa,501,Department of Evolutionary and Environmental Biology,PCR|Gel Electrophoresis|Cell Culture,26.0,185.0,45.0,Overexpression of a wheat stearoyl-ACP desaturase (SACPD) gene TaSSI2 in Arabidopsis ssi2 mutant compromise its resistance to powdery mildew,2387.0,4568.0,9.0,https://www.researchgate.net/profile/Yinghui-Li-9
4912,Abed Elsalam Zubidat,male,Doctor of Philosophy,Israel,University-of-Haifa,501,Department of Evolutionary and Environmental Biology,Chronobiology,24.0,493.0,9.0,Artificial light at night: Melatonin as a mediator between the environment and epigenome,3197.0,6179.0,11.0,https://www.researchgate.net/profile/Abed-Zubidat
4913,Boris Chorny,male,PhD,Israel,University-of-Haifa,501,"Department of Mathematics, Physics and Computer Sciences",Algebraic Topology|Localization|Set Theory,23.0,183.0,2.0,Calculus of functors and model categories,576.0,987.0,7.0,https://www.researchgate.net/profile/Boris-Chorny
4914,Tomer Sagi,male,PhD,Israel,University-of-Haifa,501,Department of Information Systems,Machine Learning|Classification|Statistical Learning,28.0,293.0,9.0,Tuning the ensemble selection process of schema matchers,1457.0,2856.0,10.0,https://www.researchgate.net/profile/Tomer-Sagi
4915,Nativ Rotbart,male,MS,Israel,University-of-Haifa,501,shamir research institute,Environment|Sustainable Agriculture|Agriculture,23.0,124.0,20.0,Estimating olive leaf nitrogen concentration using visible and near-infrared spectral reflectance,1145.0,3446.0,6.0,https://www.researchgate.net/profile/Nativ-Rotbart
4916,Moshe Gish,male,PhD,Israel,University-of-Haifa,501,The Department of Natural Resources and Environmental Management,Aphids|Insect Ecology|Insect Plant Interactions,23.0,338.0,4.0,Mammalian herbivore breath alerts aphids to flee host plant,1973.0,2873.0,11.0,https://www.researchgate.net/profile/Moshe-Gish
4917,Hila Toledano,male,PhD,Israel,University-of-Haifa,501,Department of Human Biology,Gene Expression|Gene Regulation|Cell Culture,25.0,604.0,4.0,The let-7-Imp axis regulates ageing of the Drosophila testis stem-cell niche,2551.0,5230.0,13.0,https://www.researchgate.net/profile/Hila-Toledano
4918,Eric Amster,male,"MD, MPH",Israel,University-of-Haifa,501,School of Public Health,Building Design|Emission|Power Plants,24.0,219.0,6.0,Case Report: Potential Arsenic Toxicosis Secondary to Herbal Kelp Supplement,1270.0,3912.0,7.0,https://www.researchgate.net/profile/Eric-Amster
4919,Ido Shahar,male,Nan,Israel,University-of-Haifa,501,middle eastern history,Social History|Middle East Studies|Palestinian society,23.0,127.0,1.0,Legal Pluralism and the Study of Shari'a Courts,1046.0,5326.0,6.0,https://www.researchgate.net/profile/Ido-Shahar
4920,Assaf Sarid,male,PhD,Israel,University-of-Haifa,501,Department of Economics,Economic Growth|Applied Econometrics|Economic Analysis,23.0,107.0,15.0,Geographical Origins and Economic Consequences of Language Structures,1054.0,2634.0,6.0,https://www.researchgate.net/profile/Assaf-Sarid
4921,Alisa C. Lewin,male,Nan,Israel,University-of-Haifa,501,Department of Sociology,Nan,26.0,463.0,0.0,Marital happiness and marital stability: Consequences for psychological well-being,2327.0,3210.0,11.0,https://www.researchgate.net/profile/Alisa-Lewin
4922,Julia Panov,male,PhD,Israel,University-of-Haifa,501,Tauber Bioinformatics Research Center,Next Generation Sequencing|Bioinformatics and Computational Biology|NGS Data Analysis,24.0,78.0,26.0,Sex-Dependent Sensory Phenotypes and Related Transcriptomic Expression Profiles Are Differentially Affected by Angelman Syndrome,1130.0,3804.0,5.0,https://www.researchgate.net/profile/Julia-Panov
4923,Max Lachman,male,Ph.D,Israel,University-of-Haifa,501,Department of Community Mental Health,Social Work|Case Management|Qualitative Research,23.0,258.0,7.0,"Using Peer Support in Developing Empowering Mental Health Services (UPSIDES): Background, Rationale and Methodology",1542.0,4235.0,10.0,https://www.researchgate.net/profile/Max-Lachman
4924,Galina Weinstein,male,PhD,Israel,University-of-Haifa,501,General Relativity,Nan,45.0,118.0,27.0,Einstein's Pathway to the Special Theory of Relativity,1926.0,30257.0,6.0,https://www.researchgate.net/profile/Galina-Weinstein
4925,Iris Reinhartz-berger,male,Nan,Israel,University-of-Haifa,501,Software Engineering,Nan,117.0,1211.0,15.0,OPCAT - A Bimodal Case Tool for Object-Process Based System Development.,5997.0,30944.0,20.0,https://www.researchgate.net/profile/Iris-Reinhartz-Berger
4926,Dudi Deutsch,male,PhD,Israel,University-of-Haifa,501,Animal Behavior,Nan,23.0,367.0,4.0,Pre-neuronal morphological processing of object location by individual whiskers,1938.0,2286.0,8.0,https://www.researchgate.net/profile/Dudi-Deutsch
4927,Michal Isaacson,male,PhD,Israel,University-of-Haifa,501,Department of Gerontology,Gerontology|Mobility,22.0,1149.0,13.0,Tracking tourists in the digital age,5906.0,4159.0,11.0,https://www.researchgate.net/profile/Michal-Isaacson
4928,Oren Ben-Bassat,male,PhD,Israel,University-of-Haifa,501,Department of Mathematics,Algebra|Space|String Theory,24.0,537.0,4.0,What Is Not in the Domain of the Laplacian on Sierpinski Gasket Type Fractals,2202.0,1841.0,12.0,https://www.researchgate.net/profile/Oren-Ben-Bassat
4929,Fania Oz-Salzberger,male,Doctor of Philosophy,Israel,University-of-Haifa,501,Faculty of Law,History of Ideas|Ideas|Book History,47.0,185.0,1.0,Translating the Enlightenment,1100.0,4124.0,7.0,https://www.researchgate.net/profile/Fania-Oz-Salzberger
4930,Anit Somech,male,PhD,Israel,University-of-Haifa,501,Department of Leadership and Policy in Education,Team Performance|Team Development|Industrial and Organizational Psychology,92.0,6278.0,36.0,"Influence of Teacher Empowerment on Teachers’ Organizational Commitment, Professional Commitment and Organizational Citizenship Behavior in Schools",4209.0,129049.0,36.0,https://www.researchgate.net/profile/Anit-Somech
4931,Margarita Osadchy,male,Nan,Israel,University-of-Haifa,501,Department of Computer Science,Machine Vision,47.0,1549.0,8.0,Synergistic Face Detection and Pose Estimation with Energy-Based Models,8461.0,10017.0,13.0,https://www.researchgate.net/profile/Margarita-Osadchy
4932,Ilan Shimshoni,male,PhD,Israel,University-of-Haifa,501,Department of Information Systems,3D|Robustness|Estimation,122.0,4776.0,4.0,Robust Fragments-based Tracking using the Integral Histogram,2459.0,25264.0,29.0,https://www.researchgate.net/profile/Ilan-Shimshoni
4933,Yoav Gimmon,male,PT Ph.D.,Israel,University-of-Haifa,501,Physical Thearapy,Rehabilitation|Posture|Postural Balance,27.0,485.0,31.0,"Self-selected gait speed - Over ground versus self-paced treadmill walking, a solution for a paradox",2933.0,6750.0,13.0,https://www.researchgate.net/profile/Yoav-Gimmon
4934,Yuval Hadash,male,Ph.D.,Israel,University-of-Haifa,501,Department of Psychology,Psychological Assessment|Counseling|Treatment,25.0,652.0,21.0,Decentering and Related Constructs: A Critical Review and Metacognitive Processes Model,5633.0,15213.0,10.0,https://www.researchgate.net/profile/Yuval-Hadash
4935,Norman A. Bailey,male,B.A.  Oberlin College      M.I.A.  Columbia Univeristy       Ph.D.  Columbia University,Israel,University-of-Haifa,501,The National Security Studies Center,International Relations Theory|International Politics|Development Studies,24.0,91.0,2.0,A Safety Net for Foreign Lending,476.0,1398.0,4.0,https://www.researchgate.net/profile/Norman-Bailey
4936,Kenneth Stow,male,Nan,Israel,University-of-Haifa,501,Department of Jewish History,Church History|Medieval History|Social History,59.0,311.0,60.0,Alienated Minority: The Jews of Medieval Latin Europe,1708.0,922.0,10.0,https://www.researchgate.net/profile/Kenneth-Stow
4937,Kendra Kandana Arachchige,male,Doctor of Psychology,Israel,University-of-Haifa,501,Departement of Special education,Cognitive Neuropsychology|iconic gesture|Working Memory,23.0,30.0,21.0,Thinking About One's Feelings: Association Between Alexithymia and Cognitive Styles in a Nonclinical Population,930.0,2699.0,3.0,https://www.researchgate.net/profile/Kendra-Kandana-Arachchige
4938,Sharon Yadin,male,PhD,Israel,University-of-Haifa,501,Faculty of Law,Administrative Law|Law|Legal Theory,22.0,6.0,0.0,Too Small to Fail: State Bailouts and Capture by Market Underdogs,202.0,1745.0,1.0,https://www.researchgate.net/profile/Sharon-Yadin
4939,Matan Mussel,male,PhD,Israel,University-of-Haifa,501,Department of Physics,Neuron|Polymers|Hydrogel,23.0,189.0,29.0,"It sounds like an action potential: Unification of electrical, chemical and mechanical aspects of acoustic pulses in lipids",1475.0,3379.0,8.0,https://www.researchgate.net/profile/Matan-Mussel
4940,Michal Gal,male,Juridical Science Doctor,Israel,University-of-Haifa,501,Faculty of Law,Competition Law|Antitrust Laws|Regulation,53.0,576.0,7.0,Competition Policy for Small Market Economies,3228.0,6208.0,12.0,https://www.researchgate.net/profile/Michal-Gal
4941,Arnon Keren,male,Ph.D.,Israel,University-of-Haifa,501,Department of Philosophy,Philosophy Of Science|Epistemology|Bioethics,22.0,180.0,0.0,Trust and Belief: A Preemptive Reasons Account,1067.0,2607.0,8.0,https://www.researchgate.net/profile/Arnon-Keren
4942,Loai Kameel Abdallah,male,Postdoc,Israel,University-of-Haifa,501,Department of Information,Machine Learning|Classification|Data Mining and Knowledge Discovery,22.0,102.0,3.0,Mean Shift Clustering Algorithm for Data with Missing Values,886.0,4799.0,6.0,https://www.researchgate.net/profile/Loai-Abdallah-2
4943,Yair Zalmanovitch,male,PhD,Israel,University-of-Haifa,501,School of Political Sciences,Policy|Health Promotion|Governance,21.0,215.0,3.0,Improvisation in Public Administration and Policy Making in Israel,1510.0,5573.0,9.0,https://www.researchgate.net/profile/Yair-Zalmanovitch
4944,Chen Gafni,male,Doctor of Philosophy,Israel,University-of-Haifa,501,Department of Computer Science,Language Acquisition|Acoustic Phonetics|Psycholinguistics,21.0,51.0,44.0,Methodological Issues in the Study of Phonetic Symbolism,919.0,73329.0,5.0,https://www.researchgate.net/profile/Chen-Gafni
4945,Tamar Degani,male,PhD,Israel,University-of-Haifa,501,Department of Communication Sciences and Disorders,Language|Foreign Language Learning|Language Learning,30.0,571.0,15.0,Direct and indirect effects of multilingualism on novel language learning: An integrative review,3376.0,5845.0,15.0,https://www.researchgate.net/profile/Tamar-Degani
4946,Doron Ella,male,Doctor of Philosophy,Israel,University-of-Haifa,501,Political Sciences,International Organizations|International Cooperation|Global Governance,21.0,38.0,4.0,China and the United Nations framework convention on climate change: The politics of institutional categorization,462.0,2877.0,4.0,https://www.researchgate.net/profile/Doron-Ella
4947,Asa Maron,male,PhD,Israel,University-of-Haifa,501,Department of Sociology and Anthropology,Case Studies|Institutional Analysis|Neoliberalism,21.0,111.0,6.0,"Infusing Public Law into Privatized Welfare: Lawyers, Economists and the Competing Logics of Administrative Reform",1027.0,2868.0,7.0,https://www.researchgate.net/profile/Asa-Maron
4948,Ziv Rubinovitz,male,PhD,Israel,University-of-Haifa,501,Chaikin Chair in Geostrategy,Geopolitics|International Security|Security Studies,21.0,22.0,1.0,Menachem Begin and the Israel-Egypt Peace Process: Between Ideology and Political Realism,180.0,778.0,3.0,https://www.researchgate.net/profile/Ziv-Rubinovitz
4949,Shakhar Rahav,male,Ph.D.,Israel,University-of-Haifa,501,Department of Asian Studies,Asian Studies|Modern History|Chinese History,21.0,24.0,0.0,The Rise of Political Intellectuals in Modern China: May Fourth Societies and the Roots of Mass-party Politics,176.0,1895.0,2.0,https://www.researchgate.net/profile/Shakhar-Rahav
4950,Ricky Cohen,male,Doctor of Philosophy,Israel,University-of-Haifa,501,School of Public Health,Infectious Disease Control and Prevention,22.0,145.0,17.0,An Analysis of Online Survey of the Israeli Public’s Perceptions Towards the Government’s Early Emergency Instructions Against the COVID-19 (Preprint),902.0,2017.0,7.0,https://www.researchgate.net/profile/Ricky-Cohen-2
4951,Tammy Harel Ben Shahar,male,PhD,Israel,University-of-Haifa,501,Faculty of Law,Political Philosophy|Human Rights and Democracy|Legal Theory,22.0,76.0,6.0,Equality in Education – Why We Must Go All the Way,400.0,740.0,5.0,https://www.researchgate.net/profile/Tammy-Harel-Ben-Shahar
4952,Sheizaf Rafaeli,male,MA Ph.D Dr. Professor,Israel,University-of-Haifa,501,Internet Lab,Games|Computer-Mediated Communication|Business,140.0,6854.0,27.0,Interactivity: From new media to communication,3756.0,68818.0,37.0,https://www.researchgate.net/profile/Sheizaf-Rafaeli
